len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
42,5,0,0,17,1,13,2,1,0,9,6,15,15,0,12,4,0,0,0,0,0,56,4,243,-1,http://godumbusa.com/culipdrixmx27z0/index.php...,1
65,5,1,0,44,2,18,3,2,0,10,5.333333333,32,20.5,0,3,3,0,0,0,0,0,235,5,1812,-1,http://www.davisframe.com/usaalogin/efc40eaa002f92af3ba487daa70b16cf/...,1
63,5,0,0,26,2,24,3,2,0,16,7.333333333,12,11.5,0,13,3,0,0,0,0,0,53,66,474,-1,http://www.socialstrawberry.com/wp-includes/theme-compat/wellsfargo...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,142,1,1,77494,http://www.kountrybakery.com/,0
29,3,0,0,1,0,17,3,0,0,9,5,0,0,0,11,1,0,0,0,0,0,138,6,219,30120,http://www.tony5m17h.net/Jordan.html,0
21,3,0,0,1,0,20,4,0,0,9,4.25,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.baycoffee.com.au/,0
59,9,0,1,27,3,29,4,3,0,14,6.5,18,7.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,https://www.cparts.portal-ministe.com/-/www.impots.gouv.fr/file/...,1
25,1,0,0,1,0,24,2,0,0,21,11.5,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,http://resolutionservicehelp.gq/,1
37,3,0,0,25,2,12,2,2,0,8,5.5,14,11,0,0,0,0,0,0,0,0,11,1,2,0,http://irastrum.com/wp-admin/mail.yahoo.com/,1
66,5,0,0,26,1,9,2,1,0,6,4,24,24,0,6,0,0,25,3,6,1,-1,-1,-1,-1,http://jnzbtb.cn/images?amp&amp;jnzbtb.cn/images?amp&amp;app=com-d3&am...,1
12,2,0,0,1,0,11,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,-1,30,-1,392015,http://www.gnfc.in/,0
24,2,0,0,11,1,13,3,1,0,5,3.666666667,9,9,0,0,0,0,0,0,0,0,265,23,136,-1,http://www.sonic.net/maledicta/,0
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,196,20,218,-1,http://www.coffeeflavorings.com/,0
21,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,6,0,0,0,0,0,0,198,6,186,-1,http://atomicsoda.com/manutd,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,175,5,1731,-1,http://www.bocajava.com/,0
35,3,0,0,10,1,14,3,1,0,6,4,8,8,0,11,1,0,0,0,0,0,267,9,132,-1,http://www.silcom.com/~barnowl/HTransf.htm,0
26,2,0,0,9,1,17,3,1,0,10,5,7,7,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://avascloset.com.au/proplan/,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,227,5,305,-1,http://www.adagio.com/,0
59,6,0,0,1,0,31,3,0,0,24,9.666666667,0,0,0,27,4,0,0,0,0,0,-1,-1,-1,-1,http://www.gestiondeobrasalpromotor.es/46084320891025629459.php...,1
38,2,0,1,10,1,18,2,1,0,14,8.5,8,8,0,10,1,0,0,0,0,0,209,7,182,745,http://broadcast-live.com/business/index.html,0
47,4,0,0,18,3,26,2,3,0,22,12.5,6,4.666666667,0,3,3,0,0,0,0,0,33,3,285,-1,http://heatingcoolingmonmouth.com/joor/rename/file/...,1
24,1,0,0,15,1,9,2,1,0,5,4,13,13,0,0,0,0,0,0,0,0,7,5,199,-1,http://au699.com/sortfinancial/,1
34,2,0,0,14,2,20,3,2,0,13,6,7,5.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://pierodecampos.com.br/fantasy/page/,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,252,24,278,-1,http://www.chinamist.com/,0
66,5,0,0,28,3,15,3,3,0,7,4.333333333,11,8,0,23,3,0,0,0,0,0,7,5,228,98083,http://www.haflaat.com/wp-includes/SimplePie/Data/27ab66641294855ca8c8...,1
35,3,0,0,8,1,18,3,1,0,10,5.333333333,6,6,0,9,1,0,0,0,0,0,8,4,249,-1,http://www.cabscochin.com/Global/index.php,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,210,18,584,-1,http://www.realguns.com/,0
66,5,0,0,20,2,22,3,2,0,16,6.666666667,10,8.5,0,24,3,0,0,0,0,0,-1,-1,-1,-1,http://roofrescuerepair.co.za/wp-content/upgrade/1aa6e5274da6c7ee00627...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,185,7,162,92660,http://www.resumecompass.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,179,1,341,-1,http://www.delhipropmart.com/,0
17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.naturalis.nl/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,214,86,698,-1,http://www.archonia.com/,0
48,6,0,2,1,0,35,3,0,0,25,11,0,0,0,12,4,0,0,0,0,0,35,1,347,-1,http://repair-discovery-nasution.fulba.com/index.htm...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.apple.com/,0
26,1,0,0,10,1,12,2,1,0,8,5.5,8,8,0,4,0,0,0,0,0,0,3,9,27,-1,http://uwasaleh.org/document/gtex,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,240,108,359,-1,http://www.uptontea.com/,0
66,4,0,0,48,6,14,2,6,0,11,6.5,18,6.833333333,0,4,3,0,0,0,0,0,56,4,-1,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/K...,1
66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,1
15,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,0,0,0,0,0,0,0,128,16,472,-1,http://angelosbbq.com/,0
66,4,1,0,40,5,22,2,5,0,18,10.5,11,6.8,0,4,3,0,0,0,0,0,97,4,254,-1,http://themarketingremedy.com/wp-includes/images/wlw/suftd/USAALOGIN/Q...,1
59,5,0,0,19,2,20,2,2,0,16,9.5,11,8,0,20,4,1,0,0,0,0,53,19,110,-1,http://danieleconstance.com/wp-includes/jscss/error_SignON.html...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,195,9,94,18,http://www.opendemocracy.net/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,199,53,269,-1,http://www.bluedogzdesign.com/,0
28,2,0,0,11,1,17,3,1,0,9,5,9,9,0,0,0,0,0,0,0,0,197,19,97,75013,http://www.bloodshed.net/compilers/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,187,5,229,-1,http://www.techiwarehouse.com/,0
66,7,1,3,0,0,66,5,0,0,44,11.8,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://usaa.com.index-accountverification-notification-alert.com.gpgar...,1
65,6,0,0,43,5,19,3,5,0,12,5.666666667,12,7.4,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://nelsonstamps.org.nz/libraries/vendor/leafo/pinly/file.dropbox/...,1
66,4,0,1,1,0,18,2,0,0,15,8.5,0,0,0,47,3,0,0,0,0,0,104,4,-1,-1,http://systemair-sales.ru/CIBCOnline%20olbtxn%20Authentication%20SignO...,1
17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,143,1,805,-1,http://www.webfaq.co.uk/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,197,7,189,-1,http://www.educationinfoindia.com/,0
45,6,0,0,10,2,18,3,2,0,11,5.333333333,4,3.5,0,17,4,0,0,0,0,0,-1,-1,-1,-1,http://gentlegiant.com.au/hmrc/new/index(old).php...,1
31,3,0,0,6,1,19,4,1,0,8,4,4,4,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://www.uniquems.com.do/glaw/Gdoccc,1
66,5,0,0,9,1,27,3,1,0,20,8.333333333,7,7,0,30,3,0,0,0,0,0,70,2,313,-1,http://gz.airplanepilotlessons.com/SUCCESS/3c642812cdd7bc7a7a2a4c98934...,1
13,1,0,0,1,0,12,2,0,0,8,5.5,0,0,0,0,0,0,0,0,0,0,48,0,164,13,http://ilovelfc.com/,0
23,3,0,0,1,0,22,4,0,0,11,4.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.yarracoffee.com.au/,0
48,6,0,0,27,4,10,3,4,0,3,2.666666667,8,5.5,0,11,4,0,0,0,0,0,-1,-1,-1,-1,http://www.ocm.eu/wedit/uploads/prodotti/64/web1.php...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,133,11,52,-1,http://www.shearer9.com/,0
66,6,1,0,35,5,23,3,5,0,15,7,10,5.8,0,8,3,0,0,0,0,0,12,12,9,-1,http://www.transylvaniaweb.com/wp-content/themes/Divi/.r6/secure/T1RJM...,1
66,5,0,0,21,3,10,3,3,0,4,2.666666667,9,5.666666667,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://xara.co.nz/skin/adminhtml/sess/4a6a905d4cbe41b57453f881921d20ea...,1
66,7,0,0,17,2,33,4,2,0,18,7.5,8,7,0,16,4,1,0,0,0,0,122,10,60,-1,http://custom.gtm.idmanagedsolutions.com/custom/usaa-com/html-events.a...,1
60,8,1,0,17,3,30,5,3,0,9,5.2,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.logincdqx.usa.cc/account/app/svc/login.html...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,134,22,96,-1,http://www.infantoys.net/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,228,12,1726,-1,http://www.chuckthomas.com/,0
28,2,0,1,1,0,27,3,0,0,14,8.333333333,0,0,0,0,0,0,0,0,0,0,164,4,252,94563,http://free-compilers.sharnoff.org/,0
66,4,1,0,17,2,18,2,2,0,14,8.5,8,7,0,0,0,0,31,3,1,0,71,13,22,-1,http://emdintegration.com/noclient/online/?bidderblocklogin&amp;hc=1&a...,1
32,3,0,0,1,0,21,3,0,0,12,6.333333333,0,0,0,10,1,0,0,0,0,0,104,16,37,-1,http://blocking9827.890m.com/akses1.php,1
66,7,0,0,11,3,12,2,3,0,7,5.5,5,2.333333333,0,7,2,0,36,1,30,0,-1,8,121,500076,http://webguru.asia/promo/y/y/m.i.php?rand=13inboxlightaspxn.177425641...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,249,15,361,-1,http://www.laborready.com/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,216,12,60,-1,http://www.showbusinessweekly.com/,0
28,2,0,0,1,0,13,2,0,0,10,6,0,0,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://saidanails.gr/Zenithen1.html,1
66,6,0,0,12,2,19,3,2,0,11,5.666666667,5,4.5,0,11,1,0,24,1,20,0,52,7,151,19958,http://www.funnyidcard.com/n3yt/WaL0e/l0g11n4.php?r3=0983294528309402C...,1
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,161,7,195,-1,http://www.legendsofthefield.com/,0
30,1,0,0,13,2,17,2,2,0,13,8,8,5,0,0,0,0,0,0,0,0,15,9,90,-1,http://a2zsolutionbs.com/js/kseythrd/,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,183,93,621,382010,http://www.gmbports.org/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,142,2,342,-1,http://www.kathakindia.com/,0
24,2,0,0,6,1,18,3,1,0,11,5.333333333,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://odmplumbing.com.au/minn/,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,181,34,40,500033,http://www.maatv.com/,0
66,4,0,0,28,3,12,2,3,0,9,5.5,10,8,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://dpistudio.ir/wp-content/plugins/docsign/b376ab5688dacfa151afa83...,1
52,6,1,1,1,0,20,3,0,0,14,6,0,0,0,31,4,2,0,0,0,0,-1,-1,-1,-1,http://confirmfb-page.at.ua/safety_account_settings.html...,1
52,5,0,0,27,3,13,2,3,0,9,6,11,7.666666667,0,12,4,0,0,0,0,0,114,6,144,110005,http://tentmahal.com/wp-includes/pomo/proposal/index.php...,1
41,3,0,0,8,1,21,3,1,0,9,6.333333333,6,6,0,12,1,0,0,0,0,0,246,6,970,-1,http://mathworld.wolfram.com/topics/History.html,0
66,7,0,1,12,1,31,5,1,0,12,5.4,10,10,0,23,3,0,0,0,0,0,-1,-1,-1,-1,http://www.toni-dugalic.ssdr.avalon.hr/wp-include/d7a5f269c319967f5532...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,243,9,900,-1,http://www.perfumania.com/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,211,5,259,63755,http://www.decodan.com/,0
66,6,0,0,20,2,26,4,2,0,16,5.75,10,8.5,0,20,3,0,0,0,0,0,-1,-1,-1,-1,http://www.roofrescuerepair.co.za/wp-content/upgrade/07e41e63cbfeff77c...,1
32,3,0,0,1,0,22,3,0,0,15,6.666666667,0,0,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://checkuprotecton.hol.es/index.htm,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,272,28,408,32258,http://shop.npr.org/,0
20,3,0,0,1,0,19,4,0,0,9,4,0,0,0,0,0,0,0,0,0,0,171,9,122,-1,http://www.rbsmentor.co.uk/,0
66,5,0,0,40,2,22,3,2,0,12,6.666666667,32,18.5,0,4,3,0,0,0,0,0,58,14,-1,-1,http://paypalresolu.myjino.ru/payus/1996dd75c6d98ee1f20f9600a73dfd33/I...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,189,15,571,380058,http://www.icecd.org/,0
24,2,0,0,4,1,8,2,1,0,5,3.5,2,2,0,12,1,0,0,0,0,0,-1,22,-1,-1,http://nemik.mx/js/usaaweb2.php,1
41,3,0,0,10,1,22,3,1,0,10,6.666666667,8,8,0,9,1,0,0,0,0,0,274,14,121,10012,http://teacher.scholastic.com/mathhunt/index.asp,0
66,4,1,0,8,1,12,2,1,0,9,5.5,6,6,0,46,3,0,0,0,0,0,-1,8,-1,-1,http://sparkdeal.in/secure/0zfp3bob1ca37oqzpldvv70ut2vkbsf2ilibmwdezd7...,1
27,2,0,1,12,1,15,3,1,0,7,4.333333333,10,10,0,0,0,0,0,0,0,0,187,5,264,-1,http://www.geo-met.com/tommysmith/,0
43,5,0,0,18,2,13,2,2,0,9,6,11,7.5,0,12,4,0,0,0,0,0,9,3,225,4218,http://muzikkoyu.net/dropbox2016/Home/index.php...,1
35,3,0,0,11,2,13,3,2,0,6,3.666666667,5,4,0,11,1,0,0,0,0,0,-1,0,-1,-1,http://www.mclink.it/assoc/isp/fineng.html,0
37,3,0,0,5,1,23,3,1,0,16,7,3,3,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://gamesevideogames.com.br/DOC/index.php,1
66,5,0,0,7,1,16,2,1,0,12,7.5,5,5,0,16,1,1,27,1,24,3,90,6,201,0,http://shaktihomeja.com/g_doc/download_doc.php?l=_jehfuq_vjoxjogydw_ox...,1
26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,3,9,3,0,http://www.fasonery.net/office15/,1
66,9,0,1,0,0,66,7,0,0,17,8.142857143,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.com-subscriptions.manager119114418.bertovic.com.a...,1
66,7,1,0,7,2,20,4,2,0,8,4.25,2,2,0,9,1,0,30,2,12,2,-1,-1,-1,-1,http://mail.bertovic.com.au/id/uk/index.php?itunes=_connect-run&secure...,1
44,6,1,0,15,1,17,3,1,0,9,5,13,13,0,12,4,0,0,0,0,0,2,10,66,-1,http://www.nops2sign.com/wp-wellsfargo/login.php...,1
64,5,0,0,43,3,18,3,3,0,10,5.333333333,32,13,0,3,3,0,0,0,0,0,15,9,76,-1,http://www.hamzadates.com/new/sess/c9577841a8c370b6752b37c48f5dd5ab/...,1
49,6,0,0,15,2,15,3,2,0,7,4.333333333,8,6,0,19,4,0,0,0,0,0,87,9,96,0,http://www.weready.org/document/Dirk/verification.php...,1
44,4,0,0,23,3,18,2,3,0,14,8.5,11,6.333333333,0,3,3,0,0,0,0,0,9,3,217,-1,http://spiritualbeatz.com/wp-includes/pomo/page/...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,143,13,6,-1,http://www.volcanicacoffee.com/,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,150,42,598,-1,http://www.thegreatescapeonline.com/,0
66,5,1,0,11,4,15,2,4,0,11,7,2,1.5,0,10,1,0,30,3,1,0,17,7,136,-1,http://almomahidin.net/AA/bb/1/6/index.html?bidderblocklogin&amp;hc=1&...,1
26,2,0,0,9,1,17,3,1,0,9,5,7,7,0,0,0,0,0,0,0,0,172,8,504,218,http://www.slavasoft.com/fastcrc/,0
17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,4,8,116,0,http://icloudbrasil.com/,1
50,7,0,0,11,1,30,4,1,0,19,6.75,9,9,0,9,4,0,0,0,0,0,-1,-1,-1,-1,http://www.ecotourismadventure.com.np/wynewells/en.php...,1
46,6,0,0,23,3,20,4,3,0,9,4.25,7,6.333333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.iclaplata.com.ar/media/dropbox/dropbox/...,1
49,3,0,0,22,3,13,4,3,0,3,2.5,8,6,0,14,0,1,0,0,0,0,-1,-1,-1,-1,http://www.bbc.co.uk/sport/football/teams/leicester-city,0
66,5,0,0,20,2,22,3,2,0,16,6.666666667,10,8.5,0,24,3,0,0,0,0,0,-1,-1,-1,-1,http://roofrescuerepair.co.za/wp-content/upgrade/07e41e63cbfeff77cd1a0...,1
66,9,0,1,0,0,66,7,0,0,17,8.142857143,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.com-subscriptions.manager158704908.bertovic.com.a...,1
34,3,0,0,18,2,16,4,2,0,5,3.25,8,7.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.brown.edu/courses/csci0510/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,143,49,62,-1,http://www.chocoley.com/,0
35,3,0,1,1,0,17,3,0,0,11,5,0,0,0,17,1,1,0,0,0,0,-1,-1,-1,-1,http://welcome-pro.at.ua/panel-system.html,1
21,1,0,0,8,1,13,2,1,0,9,6,6,6,0,0,0,0,0,0,0,0,12,0,352,-1,http://feednaija.com/images/,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,228,12,60,-1,http://www.jobjunction.com/,0
66,5,1,0,15,3,17,2,3,0,13,8,4,3.666666667,0,34,4,0,0,0,0,0,13,11,69,-1,http://pratyakshahrs.com/old/putt/logo/safeguardyouraccountsecurity.ph...,1
25,1,0,0,1,0,24,2,0,0,20,11.5,0,0,0,0,0,0,0,0,0,0,138,18,634,110001,http://transplantliverindia.com/,0
39,3,0,0,5,1,27,3,1,0,11,8.333333333,3,3,0,7,1,0,0,0,0,0,237,3,248,55101,http://marketplace.publicradio.org/RSS/rss.xml,0
32,2,0,0,4,1,13,2,1,0,9,6,2,2,0,15,1,0,0,0,0,0,230,46,9,201919988,http://mathforum.org/kb/forumindex.jspa,0
43,5,0,0,1,0,15,2,0,0,7,7,0,0,0,27,4,2,0,0,0,0,-1,-1,-1,-1,http://allegro.website/show_item.php=8138647198...,1
31,4,1,0,1,0,30,5,0,0,9,5.2,0,0,0,0,0,0,0,0,0,0,226,14,8,85016,http://secure.square.logindqxi.usa.cc/,1
53,6,0,0,13,2,25,3,2,0,18,7.666666667,9,5,0,15,4,0,0,0,0,0,55,17,245,94107,https://dl.dropboxusercontent.com/u/569770718/dboxfile.htm...,1
26,2,0,0,13,1,13,3,1,0,5,3.666666667,11,11,0,0,0,0,0,0,0,0,197,7,140,19087,http://www.h2so4.net/philosopher/,0
47,8,0,0,20,2,14,3,2,0,8,4,10,8.5,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://mailveri.pe.hu/outlook/owa.nhh.no/index.html...,1
34,3,0,1,1,0,33,4,0,0,16,7.5,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://www.softpower-madhur.blogspot.com/,0
58,5,0,1,27,4,24,3,4,0,16,7.333333333,10,5.5,0,7,3,0,0,0,0,0,8,4,238,-1,http://www.code-application.com/gold/BDBB%20(2)/BDBB/BDBB/dpbx...,1
30,2,0,0,11,1,19,3,1,0,11,5.666666667,9,9,0,0,0,0,0,0,0,0,226,2,431,75,http://www.football365.com/liverpool/,0
34,3,0,0,7,1,17,3,1,0,9,5,5,5,0,10,1,0,0,0,0,0,224,28,304,-1,http://www.aplusmath.com/games/index.html,0
66,5,0,0,13,2,26,3,2,0,18,8,6,5,0,27,3,0,0,0,0,0,25,-1,35,-1,http://www.constructoraluvial.com/images/home/71969edc514054cc7b10cf17...,1
60,4,0,0,37,2,20,2,2,0,16,9.5,32,17,0,3,3,0,0,0,0,0,42,5,123,-1,http://childcaredaycare.net/ay/f52172507b0f23a719d17b6a9b8ae813/...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,103,5,129,-1,http://www.anniebscandy.com/,0
42,2,0,0,29,3,13,3,3,0,5,3.666666667,9,8.333333333,0,0,0,0,0,0,0,0,275,25,916,30303,http://money.cnn.com/magazines/fortune/global500/,0
66,5,0,2,1,0,31,3,0,0,15,9.666666667,0,0,0,34,3,3,0,0,0,0,185,18,197,-1,http://seguranca-i-tau.webcindario.com/Dispositivo_fisica_juridica_Uni...,1
20,1,0,0,7,2,13,2,2,0,9,6,3,2,0,0,0,0,0,0,0,0,47,0,690,-1,http://enlacegsm.com/web/s/,1
18,2,0,1,5,1,13,3,1,0,6,3.666666667,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://sc-coe.com.cn/css/,1
23,2,0,1,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,158,22,87,-1,http://www.film-tvstudies.com/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,218,6,185,-1,http://www.hotplatters.com/,0
36,2,0,0,10,2,17,2,2,0,13,8,5,3.5,0,9,1,0,0,0,0,0,53,7,474,-1,http://forestersrest.com/patio/GD/index.php,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,205,11,76,-1,http://www.houseofjewellery.com/,0
25,2,0,0,1,0,24,3,0,0,13,7.333333333,0,0,0,0,0,0,0,0,0,0,262,1,269,-1,http://snowboundsoap.tripod.com/,0
66,6,0,0,31,2,21,3,2,0,12,6.333333333,15,14,0,14,3,0,0,0,0,0,85,11,1,-1,http://www.autodefentsa.info/programaslapila/chase.summary/8fef23943d3...,1
44,5,0,0,19,2,22,3,2,0,14,6.666666667,9,8,0,3,3,0,0,0,0,0,81,15,54,48,http://www.redboxtraining.com/Tutorials/setting/...,1
44,6,0,0,13,2,16,3,2,0,8,4.666666667,6,5,0,15,4,0,0,0,0,0,3,9,96,-1,http://www.itunesng.net/toot/global/contact.html...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,188,4,2850,-1,http://www.hlcmklam.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,232,8,926,-1,http://www.earththerapeutics.com/,0
66,7,1,0,17,2,30,3,2,0,23,9.333333333,8,7,0,19,5,0,0,0,0,0,5,19,165,-1,http://compasschildrenscharity.org.uk/wp-admin/images/login.alibaba.co...,1
64,5,1,2,34,1,27,3,1,0,18,8.333333333,32,32,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://account-google-com.ngate.my/c44cca401760e0c1e12587f9b833f8e5/...,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,246,78,111,-1,http://www.bevmo.com/,0
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,215,37,705,-1,http://www.heggys.com/,0
66,6,0,0,34,3,25,4,3,0,14,5.5,14,10,0,7,3,0,0,0,0,0,-1,-1,-1,-1,http://www.radiogospelsul.com.br/MyDocs/GoogleDocs/GoogleDocs2016/d747...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,144,12,112,-1,http://www.databasedir.com/,0
30,3,0,0,14,3,16,4,3,0,4,3.25,8,3.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.math.umn.edu/~garrett/m/v/,0
53,5,0,0,17,3,33,3,3,0,26,10.33333333,6,4.333333333,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://terapiaexperienciasomatica.com.br/images/psp/note/...,1
33,3,0,0,5,1,21,4,1,0,10,4.5,3,3,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://www.farmafocus.com.br/one/dropbox,1
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,261,27,1002,-1,http://www.bijan.com/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,158,46,2041,60645,http://www.potto.org/,0
46,4,0,0,25,3,18,2,3,0,14,8.5,11,7,0,3,3,0,0,0,0,0,7,5,215,-1,http://divinefestival.com/Images/dropbox2016/Home/...,1
66,4,0,0,29,3,28,2,3,0,24,13.5,10,8.333333333,0,9,3,0,0,0,0,0,-1,-1,-1,-1,http://peninsulapovertyresponse.org/wp-content/uploads/document/1e92f6...,1
23,3,0,0,1,0,22,4,0,0,11,4.75,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://www.jktransport.nic.in/,0
66,4,0,0,34,1,24,2,1,0,20,11.5,32,32,0,8,3,0,0,0,0,0,-1,-1,-1,-1,http://quickdatacompilation.com/f7a304bd72d62fce30f3edf6d14cc3a0/Verif...,1
23,1,0,0,12,2,11,2,2,0,7,5,5,4.5,0,0,0,0,0,0,0,0,109,11,33,80000,http://pregina.com/photo/home/,1
36,3,0,0,6,1,21,3,1,0,13,6.333333333,4,4,0,9,1,0,0,0,0,0,-1,-1,-1,32667,http://www.themeparkcity.com/itps/index.htm,0
